Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /login,100,73,30000.0,29642.264775929987,27521.489998000106,30057.83558300027,1147.23,1.723227623172356,1.25795616491582,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
POST,POST /login [sucesso],1,0,29764.70000399968,29764.70000399968,29764.70000399968,29764.70000399968,354.0,0.01723227623172356,0.0,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
,Aggregated,101,73,30000.0,29643.477005910874,27521.489998000106,30057.83558300027,1139.3762376237623,1.7404598994040796,1.25795616491582,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
