Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,GET /login,50,15,16000.0,16682.59734930005,2230.464968999513,30046.75253000005,2974.3,0.856730277949117,0.2570190833847351,18000,25000,30000,30000,30000,30000,30000,30000,30000,30000,30000
GET,GET /module/Api/Aluno [aluno-search],8,5,30000.0,29268.036899375034,27991.66191400036,30040.908666999712,39.0,0.13707684447185872,0.0856730277949117,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
GET,GET /module/Api/Aluno [matriculas],2,1,28000.0,29003.561312500096,27995.406073000595,30011.716551999598,43.0,0.03426921111796468,0.01713460555898234,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
GET,GET /module/Api/Aluno [por id],5,4,30000.0,29679.019114399853,28306.131192000066,30031.628869999622,488.0,0.0856730277949117,0.06853842223592936,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000,30000
POST,POST /login [consulta id],6,0,12000.0,17315.24684983333,4159.47796599994,33869.887042999835,354.0,0.10280763335389405,0.0,21000,21000,21000,21000,34000,34000,34000,34000,34000,34000,34000
POST,POST /login [consulta matriculas],4,0,21000.0,23249.654538000184,4163.62288900018,34054.97759900027,354.0,0.06853842223592936,0.0,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000,34000
POST,POST /login [consulta nome],15,0,21000.0,23223.2507358002,4132.500726000217,38088.76719100044,354.0,0.2570190833847351,0.0,21000,34000,38000,38000,38000,38000,38000,38000,38000,38000,38000
,Aggregated,90,25,21000.0,20221.280457166737,2230.464968999513,38088.76719100044,1782.2555555555555,1.5421145003084107,0.4283651389745585,25000,30000,30000,30000,34000,38000,38000,38000,38000,38000,38000
